date,region,sst_c,climatological_mean_sst_c,climatological_p90_sst_c,is_mhw,mhw_intensity_c,nitrate_mmol_m3,phosphate_mmol_m3,silicate_mmol_m3,microplastic_concentration_items_m3,circulation_residence_proxy,hab_event,hidden_probability,sst_anomaly_c,thermal_z_7d,thermal_z_14d,thermal_z_30d,thermal_z_60d,nitrate_z_7d,nitrate_z_14d,nitrate_z_30d,nitrate_z_60d,phosphate_z_7d,phosphate_z_14d,phosphate_z_30d,phosphate_z_60d,silicate_z_7d,silicate_z_14d,silicate_z_30d,silicate_z_60d,anomaly_score_7d,anomaly_score_14d,anomaly_score_30d,anomaly_score_60d,scale_agreement,multiscale_anomaly_score,anomaly_event,event_id
2024-01-03,Synthetic_Region_C,21.8646655761133,21.846144270301927,23.19614427030193,0,0.0,3.818504079697861,0.4486405016838008,5.687110716881309,16.73259178957251,0.6166620792255636,1,0.02173734047847901,0.018521305811372457,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-03,Synthetic_Region_D,23.862380510925554,23.964659332304457,25.31465933230446,0,0.0,3.852246409482484,0.45582714729794827,5.083021905586979,14.738536535540433,0.588098997430908,0,0.02717142885139729,-0.10227882137890276,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-04,Synthetic_Region_A,16.357734269657957,16.25271532351663,17.60271532351663,0,0.0,3.3820345257379514,0.41115765665455695,5.552850997342238,6.958002308109918,0.4192575413046361,0,0.04070705169409337,0.10501894614132823,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-04,Synthetic_Region_B,19.047905775033183,19.244199489492207,20.59419948949221,0,0.0,3.717362455691947,0.5056962024717896,5.917164233674292,13.194087574927602,0.5628718325642483,0,0.04034564207921179,-0.19629371445902422,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-04,Synthetic_Region_C,22.136823056510675,21.904006976149322,23.254006976149324,0,0.0,4.178418699889218,0.4009626123857291,5.603644322028525,28.592862774805376,0.7286004098417043,0,0.04132898743604883,0.23281608036135282,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-04,Synthetic_Region_D,23.953413035932552,23.995773164214718,25.34577316421472,0,0.0,3.8816287968771963,0.4621617430031026,4.465959035987355,17.81919289547041,0.6306199323970786,0,0.012893701999027235,-0.04236012828216573,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-05,Synthetic_Region_A,16.17166763474266,16.3367876070406,17.6867876070406,0,0.0,3.7605729301114446,0.4047499113903256,5.620714402087281,4.281115904531814,0.3239095455455178,0,0.03481978152179674,-0.16511997229793707,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-05,Synthetic_Region_B,19.156202521065136,19.320231193934728,20.67023119393473,0,0.0,3.699126612583975,0.4608931647502177,5.796476014645985,8.968188159980942,0.4748708994448874,0,0.04411931258249275,-0.16402867286959122,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-05,Synthetic_Region_C,22.388350520101323,21.960859963259036,23.310859963259038,0,0.0,3.890894048948881,0.37957441796632574,6.147246190849616,31.39183576690475,0.7460975861718241,0,0.06633391717809216,0.42749055684228665,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-05,Synthetic_Region_D,23.947271362809616,24.02564298103395,25.375642981033952,0,0.0,3.82777887224701,0.456868433957387,4.935607157979137,14.040422778813731,0.5770662250749579,0,0.03197484141740048,-0.07837161822433458,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-06,Synthetic_Region_A,16.10352433823316,16.42071760876117,17.77071760876117,0,0.0,4.066434677005604,0.4820505617619876,5.650247970509431,6.755651532508175,0.41299976592667537,0,0.030136840403910153,-0.3171932705280085,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-06,Synthetic_Region_B,19.189974866272177,19.395622458532486,20.745622458532488,0,0.0,3.71632863084264,0.4924061080508695,5.568361556087858,14.525840584175901,0.5847990757906628,0,0.019744770178566743,-0.20564759226030915,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-06,Synthetic_Region_C,22.212931621455066,22.0166757969025,23.366675796902502,0,0.0,4.167989623436116,0.38669399711495756,6.586480623649591,25.168048507880076,0.7036081383798768,0,0.019264185013511816,0.19625582455256563,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-06,Synthetic_Region_D,23.852991474058506,24.054249332787805,25.404249332787806,0,0.0,3.5701214112531567,0.4560350372202507,4.640596538262979,17.690902539405688,0.6290251361887391,0,0.020745682405349658,-0.20125785872929924,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-07,Synthetic_Region_A,16.242214787024107,16.504469931870673,17.854469931870675,0,0.0,4.288663365278673,0.4716242603674592,5.2939389891594875,5.589891809881656,0.37414786217811613,0,0.03061814817532518,-0.2622551448465664,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-07,Synthetic_Region_B,19.155513398587747,19.470340413227508,20.82034041322751,0,0.0,3.3898961673471124,0.5411180278810196,5.333029313640049,19.10927257008609,0.6459264609061875,0,0.034094249468438156,-0.3148270146397607,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-07,Synthetic_Region_C,22.19796879309066,22.071427399706696,23.421427399706698,0,0.0,3.6800487923188125,0.4280268090266189,6.898728459242641,34.51853308503871,0.7631548882240766,0,0.01868179572978147,0.1265413933839632,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-07,Synthetic_Region_D,23.80086014264292,24.081573193826703,25.431573193826704,0,0.0,3.1573542800071963,0.42281385921108494,4.242589616069667,14.553711297266036,0.5852344896725905,0,0.02477302985032505,-0.2807130511837812,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-08,Synthetic_Region_A,16.31548074542947,16.5880092950838,17.938009295083802,0,0.0,4.1683687252463395,0.3983463743836699,5.295701701171476,9.806402570402675,0.49503486048161827,0,0.033654421711723316,-0.27252854965433215,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-08,Synthetic_Region_B,19.100113969691282,19.544352450149432,20.894352450149434,0,0.0,3.476845020957722,0.5863238834372727,5.612341872748332,25.43634373857566,0.7057309771839133,0,0.027428709075459985,-0.44423848045815006,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-08,Synthetic_Region_C,22.029717366137078,22.125088072166026,23.475088072166027,0,0.0,3.2958663510674535,0.48157948826198355,6.631263391778006,32.904255187720295,0.7546448573658466,0,0.019930038798657283,-0.09537070602894815,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-08,Synthetic_Region_D,23.78843058009718,24.1075959809551,25.4575959809551,0,0.0,2.9773452865172536,0.4091499815365956,4.550023904042841,12.26764063514607,0.546199851018714,0,0.010939973099457078,-0.3191654008579192,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-09,Synthetic_Region_A,16.429257679016242,16.67130055550262,18.02130055550262,0,0.0,3.8178210923538334,0.37238743278534053,6.014646781707948,6.879048159429122,0.41683179367202905,0,0.025794214889189374,-0.24204287648637646,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-09,Synthetic_Region_B,19.220296508106763,19.61762624568947,20.96762624568947,0,0.0,3.659602653547518,0.5610038735851389,5.502814215693013,19.855009003171215,0.6542094147479618,0,0.03189553452680352,-0.3973297375827052,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-09,Synthetic_Region_C,22.294330199123824,22.177631512967853,23.527631512967854,0,0.0,3.5375736756861196,0.41385134818472413,5.999288703005053,38.98356181485823,0.7838878397126334,0,0.018932700161888322,0.11669868615597068,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-09,Synthetic_Region_D,23.757783343703764,24.132299571355297,25.4822995713553,0,0.0,2.7994521750493973,0.45444982549877455,4.367307779905798,12.388168426552186,0.5484404293288596,0,0.02262745504142187,-0.37451622765153303,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0,
2024-01-10,Synthetic_Region_A,16.428709201603777,16.754308731351504,18.104308731351505,0,0.0,3.48098051978201,0.29349116398808467,5.624075876238588,9.268821610584347,0.48228548653893094,0,0.02124018273828557,-0.325599529747727,-0.4509476225001168,,,,-0.7472692862861519,,,,-2.225174948044819,,,,0.006975983544295636,,,,0.0006975983544295636,0.0,0.0,0.0,0,0.0,0,
2024-01-10,Synthetic_Region_B,19.279022158650026,19.69012978240101,21.04012978240101,0,0.0,3.7429332462023375,0.5574823741981102,5.371034880769911,8.4940786530315,0.46273629866420884,0,0.025788844137479467,-0.41110762375098275,-0.8564020693290773,,,,1.6666118530963914,,,,0.6263874630042033,,,,-1.4860113021894785,,,,0.42728049006990876,0.0,0.0,0.0,0,0.0,0,
2024-01-10,Synthetic_Region_C,22.465423981530662,22.229031839111066,23.579031839111067,0,0.0,3.058279687097842,0.395435645515989,6.811128720671795,64.13101952033888,0.8552518840199629,0,0.03735227826052699,0.2363921424195965,0.833752674166886,,,,-1.8252361460883,,,,-0.32595163021377493,,,,0.9251378481676191,,,,0.5510777556085493,0.0,0.0,0.0,0,0.0,0,
2024-01-10,Synthetic_Region_D,24.001358381133723,24.155666320285803,25.505666320285805,0,0.0,2.116807351160781,0.49680196078596905,4.279870761605913,19.129909674928133,0.6461610140010251,0,0.022152946570188122,-0.15430793915207985,0.1827749338170065,,,,-2.3748182206048996,,,,0.8194962697604158,,,,-0.9972617308837202,,,,0.22345065406341597,0.0,0.0,0.0,0,0.0,0,
2024-01-11,Synthetic_Region_A,16.666551971064397,16.8369990245605,18.186999024560503,0,0.0,3.6420900982250206,0.338361467220121,5.044802786564318,9.238307649867012,0.4815424753594725,0,0.030897872529534683,-0.17044705349610467,0.5329387930237225,,,,-0.38534528132356877,,,,-0.9926784743480985,,,,-1.2559973496678807,,,,0.2931163361630474,0.0,0.0,0.0,0,0.0,0,
2024-01-11,Synthetic_Region_B,19.309556539426115,19.76183137070583,21.111831370705833,0,0.0,3.875377769349222,0.5251468229900814,4.8540939412366075,12.303848309981971,0.5468752746861686,0,0.030230599676245234,-0.45227483127971624,-0.8631404040776782,,,,3.5250231353049433,,,,-0.26855589891331794,,,,-3.905996027261671,,,,0.7050046270609887,0.0,0.0,0.0,0,0.0,0,
2024-01-11,Synthetic_Region_C,22.533567369963983,22.27926360579696,23.62926360579696,0,0.0,3.298983759791138,0.39149530084140527,6.941478632306087,26.87349035244047,0.7166035728386397,0,0.018801897045072985,0.25430376416702316,0.6070033051019458,,,,-0.865081709161174,,,,-0.18934623088647684,,,,0.507212197428973,,,,0.38457303754896754,0.0,0.0,0.0,0,0.0,0,
2024-01-11,Synthetic_Region_D,24.040704395706054,24.17767907853443,25.527679078534433,0,0.0,2.0489486970693966,0.4201357110784922,4.556283042767815,9.636978915508223,0.4910850716476159,0,0.027287314804543265,-0.13697468282837733,0.30513567943626585,,,,-1.4869759585107276,,,,-0.7179865228351701,,,,0.330379508362983,,,,0.2008625745262445,0.0,0.0,0.0,0,0.0,0,
2024-01-12,Synthetic_Region_A,16.872011971576182,16.919336843176133,18.269336843176134,0,0.0,3.7739534185585164,0.3723108332179872,5.685211237626546,7.370542473181467,0.431611004381008,0,0.032473423540239896,-0.047324871599951024,1.349691866373001,,,,-0.09731893351734068,,,,-0.3035309362006898,,,,0.13384867564909386,,,,0.75571539407006,0.0,0.0,0.0,0,0.0,0,
2024-01-12,Synthetic_Region_B,19.638913632639742,19.832699670385022,21.182699670385023,0,0.0,4.220549731234809,0.529145172628547,5.1100408836862155,19.755116235785703,0.653122447020853,0,0.04556569203599248,-0.19378603774528003,1.4259189462691018,,,,8.0,,,,-0.22798317531764759,,,,-1.9315794114983607,,,,2.384255420448006,0.0,0.0,0.0,1,0.0,0,
2024-01-12,Synthetic_Region_C,22.574017969511445,22.328301826072256,23.678301826072257,0,0.0,3.3412901183793715,0.4349565554174779,6.426115370065807,23.34438957850838,0.6883252753844152,0,0.05899849064085623,0.24571614343918924,0.5747064972739275,,,,-0.4712606529945509,,,,0.7904181980297786,,,,-0.30071675147418203,,,,0.43465130320512696,0.0,0.0,0.0,0,0.0,0,
2024-01-12,Synthetic_Region_D,24.008699146443075,24.1983212096065,25.548321209606502,0,0.0,2.7579537378873895,0.40562377118833015,5.061426011332948,17.581286006952297,0.6276515264380887,0,0.022648743937379454,-0.18962206316342645,0.07074776787250486,,,,-0.2496348386568895,,,,-0.976521086208888,,,,1.887824609749944,,,,0.22769373330487208,0.0,0.0,0.0,0,0.0,0,
2024-01-13,Synthetic_Region_A,16.968357988648627,17.001287823578505,18.351287823578506,0,0.0,4.139000254537765,0.38697787512072035,5.974178129738249,6.749136354521064,0.4127960397764978,0,0.03055539374628299,-0.032929834929877444,1.4400879916663716,,,,0.7125249831476139,,,,0.17010019470912313,,,,0.7265584827671889,,,,1.0327242695291146,0.0,0.0,0.0,0,0.0,0,
2024-01-13,Synthetic_Region_B,19.721305013241047,19.902703711833865,21.252703711833867,0,0.0,4.341823360370148,0.5230276512688424,5.186847087346305,8.589583078139775,0.4652255850225067,0,0.029609557989777182,-0.18139869859281887,1.228713705437926,,,,8.0,,,,-0.36180753224354323,,,,-0.6295801845971082,,,,2.2757925379908595,0.0,0.0,0.0,1,0.0,0,
2024-01-13,Synthetic_Region_C,22.77461256709719,22.376121990203952,23.726121990203954,0,0.0,3.6545718816572665,0.4122919993051801,6.899981653647742,15.000166717052144,0.5920868731603252,0,0.03540880490902523,0.39849057689323786,2.7578769156644394,,,,0.7521637082565217,,,,-0.031186977590880183,,,,0.584265248300533,,,,1.7256915700967994,0.0,0.0,0.0,1,0.0,0,
2024-01-13,Synthetic_Region_D,24.064977080158155,24.21757660662865,25.567576606628652,0,0.0,2.932869659854457,0.4372300185561404,4.694675251526047,11.382804741184522,0.5290444641791808,0,0.01410823164474749,-0.15259952647049602,0.2958515708032558,,,,0.15180918545549416,,,,0.28832318690110936,,,,0.5242995430398313,,,,0.28875863337203905,0.0,0.0,0.0,0,0.0,0,
2024-01-14,Synthetic_Region_A,17.202635437065606,17.082817852484116,18.432817852484117,0,0.0,4.360809756130726,0.4582026912213307,5.679218021991693,7.091858661094359,0.42332429124124094,0,0.034134802978458396,0.11981758458149017,2.2723654219937797,1.5840135412393328,,,1.2046017739015424,1.2842569681127454,,,1.7163051687198039,1.0413283332975902,,,0.10623429982639837,0.057507980562893045,,,1.7587905421674979,1.29000888935511,0.0,0.0,1,0.645004444677555,0,
2024-01-14,Synthetic_Region_B,19.979827739994622,19.971812917060316,21.321812917060317,0,0.0,4.178808844455177,0.5079365192820716,5.17922581363685,10.777902195386881,0.5165502217850946,0,0.02630355812325223,0.008014822934306665,1.9996567204001703,0.8097119287557529,,,1.6680404752999736,1.697834940127118,,,-0.6636301719789595,-0.344206074160196,,,-0.5257223300406005,-0.9323133887721263,,,1.4334192912800885,0.7849085488410878,0.0,0.0,1,0.3924542744205439,0,
2024-01-14,Synthetic_Region_C,22.933331340420036,22.422700084766195,23.772700084766196,0,0.0,3.5589836868611244,0.39957483147129863,6.350242004319946,9.551591815474229,0.4890709239403955,0,0.03964550740139212,0.5106312556538413,3.739800954125647,1.847516237735894,,,0.5226643262588653,-0.2410028604840371,,,-0.28553033426851004,-0.28553033426851004,,,-1.3837812804357197,-0.07527532368795137,,,2.1614233900208792,1.016133930754742,0.0,0.0,1,0.508066965377371,0,
2024-01-14,Synthetic_Region_D,24.189681518178915,24.235429708949184,25.585429708949185,0,0.0,2.8447571884408935,0.5018508899526966,4.323642717791796,7.721663262812984,0.44171861713266514,0,0.022967767321675398,-0.04574819077026859,1.5095955683469593,1.6386768076116505,,,0.05155034357050384,-0.4294384294789815,,,1.5807406148322323,0.8957773446532413,,,-0.8356789471473016,-0.7822583862348582,,,1.0776987235297633,1.0356388458843941,0.0,0.0,0,0.5178194229421971,0,
2024-01-15,Synthetic_Region_A,17.33104379632272,17.163893088713742,18.513893088713743,0,0.0,4.168086936849081,0.5141038056800675,4.999390490566758,6.925062061948802,0.4182479593530685,0,0.035713498890307005,0.16715070760897888,2.1200035964521446,1.7647495984579977,,,0.7770527927438705,0.7560103388193524,,,2.8343274578945397,1.5911540101714883,,,-1.4108291358825609,-1.352300289101191,,,1.7465616552816348,1.3604874484414926,0.0,0.0,2,0.6802437242207463,0,
2024-01-15,Synthetic_Region_B,19.97666090206792,20.0399971204067,21.3899971204067,0,0.0,3.6893104984368934,0.49995621296302134,5.4146282214860735,14.27315807765422,0.5808093938672858,0,0.020748063722081444,-0.06333621833877956,1.1067674540407233,0.5022757933891338,,,-0.7120557798014966,-0.05117466620713999,,,-0.583779193310513,-0.4826204833288117,,,1.0509914512565313,-0.25580177265791754,,,0.713821244848051,0.2762516863640236,0.0,0.0,0,0.1381258431820118,0,
2024-01-15,Synthetic_Region_C,23.070458865738935,22.468012611419454,23.818012611419455,0,0.0,3.5173169366313366,0.3502531779725402,6.82797508324475,15.687541952006278,0.6022053182340478,0,0.033577946458021604,0.6024462543194815,4.1450422704734775,2.1575647404587315,,,0.4226258910945582,-0.28895474055709713,,,-1.2407764266527987,-1.2563699154482388,,,0.5906135860221239,0.5142317260656454,,,2.4233597855815368,1.238083779858867,0.0,0.0,1,0.6190418899294335,0,
2024-01-15,Synthetic_Region_D,24.16698305326354,24.251865518415908,25.60186551841591,0,0.0,3.001378754992774,0.5439562584247403,4.504391278638132,7.891973157193658,0.44649291436654703,0,0.012894015808735166,-0.08488246515236852,0.7284462851876045,0.5650289488965106,,,0.22976231089806304,-0.09606603312705313,,,2.097849931470294,1.5649154425949112,,,-0.16845138496396705,-0.231477803681409,,,0.7612754087533391,0.5455032382823175,0.0,0.0,0,0.27275161914115875,0,
2024-01-16,Synthetic_Region_A,17.278146002300517,17.2444799847052,18.594479984705202,0,0.0,3.6954360860828768,0.4986802745357164,4.860413709714831,9.114565170475572,0.478507372512604,0,0.023511582297973437,0.03366601759531562,0.2612348132731868,1.021895098032634,,,-0.2570140455780014,-0.30040052297471503,,,1.4200797963463712,1.1563895074885377,,,-1.5774704016604288,-1.5419103138537882,,,0.35669111675220844,0.7355007300412294,0.0,0.0,0,0.17834555837610422,0,
2024-01-16,Synthetic_Region_B,20.083801247748426,20.107226588974857,21.45722658897486,0,0.0,3.4824749185037973,0.5065969385229305,5.852992122882861,9.723580126669425,0.4931117025688071,0,0.042059695845619534,-0.023425341226431584,0.8404279836676678,0.6728397083689179,,,-1.4242662934101793,-0.7972817929388695,,,-0.3709976893430178,-0.3498059721306279,,,2.2769788738225945,0.944616499529678,,,0.6899332783994768,0.4645234895558727,0.0,0.0,0,0.23226174477793635,0,
2024-01-16,Synthetic_Region_C,23.103219370054564,22.512036605362677,23.86203660536268,0,0.0,3.6153919836303006,0.39112089553616153,7.228782951630699,12.815396890710934,0.5562073449140038,0,0.020830710248316564,0.5911827646918866,3.9143813617656664,1.8824713818655905,,,0.2772569523229599,0.03870221748905936,,,-0.16907871870274205,-0.31012820618586123,,,1.3731739506281215,1.0283690626218513,,,2.345678534498521,1.145936609786072,0.0,0.0,1,0.572968304893036,0,
2024-01-16,Synthetic_Region_D,24.31316062540575,24.26686961531297,25.61686961531297,0,0.0,2.429382612066449,0.46950989089377193,4.882270738522875,7.501844038047749,0.43543329818542903,0,0.01058399176156839,0.04629101009278003,2.0868575203259003,2.151426397251609,,,-1.2361349390730754,-0.867470882988232,,,0.2960261431090543,0.22409052055888595,,,1.3949300046289315,0.8122783953515736,,,1.3316685581084966,1.2981259361073751,0.0,0.0,0,0.6490629680536876,0,
2024-01-17,Synthetic_Region_A,17.402846506733734,17.324545307750967,18.674545307750968,0,0.0,3.605834023672723,0.4077841456163146,5.074211081381529,21.859500824638005,0.6746663106384059,0,0.0226030359252822,0.07830119898276777,0.35877391473375236,1.0077880263049446,,,-0.35305832909024665,-0.4036017632593105,,,0.16353312271286302,0.07346343383342083,,,-1.0593440041737376,-1.0623508340466148,,,0.22185562151049326,0.5653029295427326,0.0,0.0,0,0.11092781075524663,0,
2024-01-17,Synthetic_Region_B,20.145535052508173,20.17347204273495,21.52347204273495,0,0.0,3.4344450141494907,0.48082177912542334,6.171124770482392,17.164809708444224,0.6223385763239259,0,0.02125659000666148,-0.027936990226777425,0.6552276026287142,0.6565455697266815,,,-0.9801404448404752,-0.8865824463364376,,,-0.8441174428683818,-0.7725869017987974,,,2.9145794033449492,1.5065690891203907,,,0.6518331217802877,0.5117569722617139,0.0,0.0,0,0.25587848613085695,0,
2024-01-17,Synthetic_Region_C,23.031135585931445,22.5547496534393,23.9047496534393,0,0.0,3.3442984169632894,0.3940460847819681,6.416057587185481,10.141792809851358,0.5026757634578765,0,0.016104347212369606,0.4763859324921462,0.3241221775411445,1.0737112976265257,,,-0.5360718442364046,-1.1353947053918683,,,-0.02779121468041712,-0.12445274293091502,,,-1.2367544993325859,-0.23780261952898168,,,0.17826719764762947,0.5905412136945892,0.0,0.0,0,0.08913359882381473,0,
2024-01-17,Synthetic_Region_D,24.157437264446514,24.280428173938226,25.630428173938228,0,0.0,2.6454476746525972,0.4994136097377265,5.604509828074142,7.218931571980425,0.4271325985810444,0,0.02565681246542612,-0.12299090949171188,0.14672464087233708,0.18498809059382576,,,-0.37580144257499937,-0.45092200689234646,,,0.5877984140051582,0.7661356678142847,,,3.799375768704984,2.5876609316565125,,,0.5488058914510576,0.4754298931643981,0.0,0.0,0,0.23771494658219905,0,
2024-01-18,Synthetic_Region_A,17.346388712736452,17.404056160941046,18.754056160941047,0,0.0,3.693585809080339,0.4535519012297937,5.811086456391037,16.502593236995757,0.613571289104641,0,0.03550821670732593,-0.057667448204593796,-0.2945946281230204,0.2620467564932774,,,-0.30846698513820453,-0.22387309626696172,,,0.5146282573899441,0.5629417346833896,,,1.4196299120086795,0.42460566281782114,,,0.21915722980935956,0.27102754255559314,0.0,0.0,0,0.10957861490467978,0,
2024-01-18,Synthetic_Region_B,19.99003430873441,20.238704674298635,21.588704674298636,0,0.0,3.5338621971663127,0.46401218904431196,6.347539318987016,7.900552630647047,0.4467312632893198,0,0.03559223927148041,-0.24867036556422661,-0.7913117237175149,-0.20374105705044301,,,-0.5862749459798603,-0.5206180462142931,,,-0.8784866047551931,-1.0293979246229013,,,2.999594602119812,1.6822766569474745,,,0.2999594602119812,0.16822766569474745,0.0,0.0,0,0.08411383284737373,0,
2024-01-18,Synthetic_Region_C,23.122748699201235,22.59612991187842,23.946129911878423,0,0.0,3.122660516145439,0.3758147439690045,6.4813876472175345,15.295123772708738,0.5964911316310539,0,0.03385810787514656,0.5266187873228141,0.20901865286628765,1.1111841454373927,,,-1.538518011231185,-1.9122342175338058,,,-0.3646268162592725,-0.43380989049278673,,,-0.8318584754903413,-0.18145841160620554,,,0.11496025907645822,0.6111512799905661,0.0,0.0,0,0.05748012953822911,0,
2024-01-18,Synthetic_Region_D,24.347040723280273,24.292527977803264,25.642527977803265,0,0.0,3.0977087576284856,0.4713195636386591,4.978910599007464,12.995456146338407,0.5594013234434677,0,0.02989955582410701,0.054512745477008906,1.8624558194550396,2.24399826797951,,,1.7176281027632347,0.32360229068262253,,,0.03619345489774384,0.24536333566073776,,,0.8468641699767131,1.0450229478565138,,,1.4579917564852518,1.4402263006600171,0.0,0.0,2,0.7201131503300086,0,
